symbol,disease,panel,panel_name,evidence_level
MAP1LC3B,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
EBPL,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
OGT,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ATCAY,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
IRS2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MBTPS1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
PABPC4,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
HDAC3,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MGAM,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
WNT3A,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
SLC25A27,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
KLK4,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
HDAC4,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
KEAP1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
TOR1AIP1,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
ANPEP,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
HSPA8,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
LRRC7,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
ALS2,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
SLC6A3,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
TRAF3,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
OLIG1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
CCR4,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
CP,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
CUX1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
DBP,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
NQO1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
EDN1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
FCGRT,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
FN1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
PRDX5,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
HAVCR1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
IGHV3OR16-7,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
IGHV3-69-1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
GRN,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
GSTP1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
GSTT1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
CFH,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
HLA-DOA,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
NR4A1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
HSPA1A,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
HSPA1B,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
IL5,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
IL11,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
KIF5A,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
KIR3DL2,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
KLRC2,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
LAG3,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
LBR,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
LGALS3,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
MGAT1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
MICB,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
MIF,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
MMP1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
MMP3,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
MYD88,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
NM,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
NOTCH1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
OAS1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
TNFRSF11B,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
PIK3CA,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
PIK3CB,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
PIK3CD,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
PLG,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
PRKCA,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
KLK6,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
RGMA,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
PDXP,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
PTHLH,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
PTPN6,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
RPL5,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
CCL20,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
SDC1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
SELPLG,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
SIL1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
P2RY12,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
TAC1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
TLR3,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
TP53,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
ARHGEF5,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
EOMES,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
CASP8,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
NR0B2,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
CAT,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
TIMELESS,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
SH2D2A,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
ARHGEF2,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
MSC,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
CD34,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
CD44,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
DNAJB6,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
MIR4697,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
AKR1A1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
OGA,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
PLK2,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
ADCYAP1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CREB1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CUX1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
ZNF746,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CYP2D7,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
LINGO2,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
DNAJB1P1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
DMRT1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
RLS1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
ELAVL4,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
A2M,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
ELK3,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
EPHB1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
FABP3,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
PTK2B,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
FGF2,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
FKBP1A,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
SV2C,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
SNHG1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
DNM3,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
GLRX,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
NEAT1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
HP,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
HSPA5,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
APOA1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
IAPP,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
ICAM1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
MALAT1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
LAG3,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
LCN2,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
MIR205,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
MIR34A,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
MMP3,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
ATF4,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
NEDD4,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
NGFR,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
NPY,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
NPC1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
SEPTIN4,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
PTPA,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
RHOT1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
MAPK3,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
KLK6,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
SLC2A9,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
PSEN1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
REN,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
NIF3L1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CX3CL1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CXCL12,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
SKP1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
SYP,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
TCF3,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
PRDX2,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
TFRC,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
VCP,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
TRPV1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
XBP1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
PICALM,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CDK5R1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
PHOX2B,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
GSTO1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
GDF15,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
GPHN,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
PHB2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CHRNA4,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CHRNA7,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CRP,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CYP1B1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CYP2D6,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ESCO2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CYP11B2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DRD2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DRD4,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ELAVL2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
AKT1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ESR2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
AFF2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GREM1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GRIN2A,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
NRG1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
HOXA1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
IFNG,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
PAX6,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CNTN5,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CHD7,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
PRL,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
PTGS2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SLC12A5,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CCL2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SIL1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CAPS2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CASK,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SYNGAP1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SEMA5A,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CLOCK,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
AD11,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CDK4,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
GDF11,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
GPHN,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
STUB1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
LILRB2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
AKR1A1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
OLFM1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
SLC9A6,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CREB3,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
PITRM1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
SCGN,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CXCR6,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CETN1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
NCKAP1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
LOC107987479,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CPLX2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
EDAR,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
METAP2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
IMMT,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
SDS,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ADAP1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ADAM30,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CIT,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CHGA,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CHRM1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CHRM2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CKB,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CLK1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ATF2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CS,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CSF1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ADRA1A,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CTRL,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CTSS,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ADRB1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CYBB,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CYP17A1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
SARDH,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
DMRT1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
DNM2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
DNMT3B,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
DRD3,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
TSC22D3,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
EDNRA,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
EGF,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
DCP1B,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ENPEP,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ERBB4,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
AKT2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
F2RL1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
F12,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
FAAH,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
FABP3,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
FAT1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
FCGR3A,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
FCGR3B,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
FDPS,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
FGFR3,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
LMTK2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
NLGN1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
SBNO2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
SHANK2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
PAXIP1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
SPEN,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
NCOA6,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
FLNA,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
DNMBP,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
NPTXR,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
PRND,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
PPP1R15A,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CIZ1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
TPSG1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
GGA1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
GAS6,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
GC,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
AATF,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
GLB1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
RBMS3,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
GLO1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ANGPT1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CISD3,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ANGPT2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
GPR42,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
GPX1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
GRB2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
GRIN1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
PYCARD,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CD274,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CXCL1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
GSTM3,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
SLC40A1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ANXA5,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
HK1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
HMGCS2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
APBA2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
HPS1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
APEX1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
HTC2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
HTR2C,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
GOLGA6A,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
IGFBP7,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
INPPL1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ITPR1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
JUN,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MALAT1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
L1CAM,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
LAMP2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
LHCGR,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
LIF,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
LMNA,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
LMNB1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CHCHD10,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
LOX,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
LYZ,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MIR181C,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MIR188,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MIR200A,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MIR200B,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MIR26B,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ARRB2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
STS,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MBP,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MECP2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MEOX2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MYD88,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
NEFM,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
